player_id,signup_date,country,platform,acquisition_channel,age_group,experiment_group
P20860,2026-01-15,Australia,iOS,Organic,18-24,Free_Hint
P20861,2026-01-01,Australia,Android,Referral,18-24,Daily_Reward
P20862,2026-01-01,India,iOS,TikTok Ads,18-24,Daily_Reward
P20863,2026-01-11,India,Android,Google Ads,45+,Free_Hint
P20864,2026-01-04,India,Android,Organic,18-24,Daily_Reward
P20865,2026-01-13,Canada,Android,Google Ads,45+,Daily_Reward
P20866,2026-01-06,United States,Android,Organic,45+,Control
P20867,2026-01-15,Canada,Android,Google Ads,18-24,Free_Hint
P20868,2026-01-12,India,iOS,Organic,35-44,Control
P20869,2026-01-05,United States,Android,Google Ads,18-24,Daily_Reward
P20870,2026-01-12,India,Android,Referral,35-44,Control
P20871,2026-01-14,Canada,Android,Google Ads,18-24,Control
P20872,2026-01-01,United Kingdom,Android,Google Ads,25-34,Control
P20873,2026-01-02,India,iOS,TikTok Ads,25-34,Free_Hint
P20874,2026-01-11,India,iOS,Google Ads,25-34,Control
P20875,2026-01-02,India,Android,TikTok Ads,45+,Free_Hint
P20876,2026-01-13,United States,Android,Referral,35-44,Daily_Reward
P20877,2026-01-03,India,Android,Referral,25-34,Control
P20878,2026-01-08,United States,Android,Organic,25-34,Control
P20879,2026-01-04,India,Android,Organic,25-34,Free_Hint
P20880,2026-01-11,United Kingdom,Android,Meta Ads,25-34,Daily_Reward
P20881,2026-01-06,United States,Android,Google Ads,18-24,Control
P20882,2026-01-04,India,Android,Google Ads,25-34,Control
P20883,2026-01-04,India,iOS,Meta Ads,35-44,Daily_Reward
P20884,2026-01-12,United States,Android,TikTok Ads,35-44,Control
P20885,2026-01-06,United States,Android,Meta Ads,25-34,Daily_Reward
P20886,2026-01-06,India,Android,Organic,25-34,Free_Hint
P20887,2026-01-06,India,Android,Google Ads,35-44,Control
P20888,2026-01-06,United Kingdom,Android,Google Ads,35-44,Daily_Reward
P20889,2026-01-05,United States,Android,Organic,45+,Free_Hint
P20890,2026-01-06,United Kingdom,iOS,Organic,25-34,Daily_Reward
P20891,2026-01-07,United States,iOS,Organic,45+,Free_Hint
P20892,2026-01-02,United States,Android,Meta Ads,35-44,Free_Hint
P20893,2026-01-09,Australia,Android,Google Ads,25-34,Control
P20894,2026-01-08,India,Android,Meta Ads,25-34,Free_Hint
P20895,2026-01-08,India,Android,Google Ads,18-24,Daily_Reward
P20896,2026-01-02,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P20897,2026-01-07,India,Android,Organic,35-44,Daily_Reward
P20898,2026-01-10,United States,Android,TikTok Ads,18-24,Daily_Reward
P20899,2026-01-06,United States,iOS,Organic,18-24,Daily_Reward
P20900,2026-01-05,United Kingdom,iOS,Google Ads,35-44,Daily_Reward
P20901,2026-01-11,India,Android,Meta Ads,18-24,Control
P20902,2026-01-08,India,Android,Google Ads,35-44,Daily_Reward
P20903,2026-01-13,India,iOS,Organic,25-34,Daily_Reward
P20904,2026-01-07,India,Android,Organic,35-44,Free_Hint
P20905,2026-01-01,United Kingdom,Android,Organic,18-24,Control
P20906,2026-01-01,United States,Android,Meta Ads,45+,Daily_Reward
P20907,2026-01-07,India,Android,Google Ads,18-24,Control
P20908,2026-01-15,Australia,Android,Google Ads,35-44,Free_Hint
P20909,2026-01-07,Canada,Android,Google Ads,25-34,Control
P20910,2026-01-13,India,iOS,Google Ads,25-34,Free_Hint
P20911,2026-01-07,United Kingdom,Android,Organic,25-34,Control
P20912,2026-01-03,India,Android,Google Ads,25-34,Daily_Reward
P20913,2026-01-03,Australia,Android,Meta Ads,35-44,Free_Hint
P20914,2026-01-08,United States,Android,Google Ads,18-24,Free_Hint
P20915,2026-01-06,India,iOS,Organic,18-24,Control
P20916,2026-01-01,United Kingdom,Android,Meta Ads,25-34,Control
P20917,2026-01-09,India,Android,Referral,18-24,Free_Hint
P20918,2026-01-08,United Kingdom,Android,Organic,18-24,Control
P20919,2026-01-08,India,iOS,Organic,35-44,Control
P20920,2026-01-09,India,Android,TikTok Ads,25-34,Daily_Reward
P20921,2026-01-12,Australia,Android,Meta Ads,18-24,Free_Hint
P20922,2026-01-12,United Kingdom,iOS,TikTok Ads,25-34,Control
P20923,2026-01-01,Australia,iOS,Organic,25-34,Control
P20924,2026-01-11,United States,Android,Meta Ads,45+,Control
P20925,2026-01-06,United States,iOS,Organic,25-34,Daily_Reward
P20926,2026-01-04,India,Android,Organic,45+,Daily_Reward
P20927,2026-01-10,India,Android,Meta Ads,18-24,Daily_Reward
P20928,2026-01-12,India,iOS,Organic,25-34,Daily_Reward
P20929,2026-01-08,United States,iOS,Organic,45+,Daily_Reward
P20930,2026-01-01,India,Android,Organic,18-24,Free_Hint
P20931,2026-01-14,India,Android,Meta Ads,25-34,Control
P20932,2026-01-13,United States,iOS,Organic,18-24,Control
P20933,2026-01-14,United Kingdom,Android,TikTok Ads,25-34,Free_Hint
P20934,2026-01-15,United Kingdom,Android,TikTok Ads,35-44,Free_Hint
P20935,2026-01-10,United States,Android,Organic,45+,Control
P20936,2026-01-14,United States,Android,Organic,25-34,Free_Hint
P20937,2026-01-03,United Kingdom,Android,Referral,35-44,Control
P20938,2026-01-04,Canada,Android,Organic,25-34,Control
P20939,2026-01-04,Canada,Android,Meta Ads,18-24,Daily_Reward
P20940,2026-01-03,United Kingdom,iOS,Organic,18-24,Free_Hint
P20941,2026-01-12,India,iOS,Google Ads,25-34,Free_Hint
P20942,2026-01-02,United States,iOS,Organic,25-34,Free_Hint
P20943,2026-01-01,United States,Android,TikTok Ads,18-24,Control
P20944,2026-01-12,India,Android,Meta Ads,18-24,Daily_Reward
P20945,2026-01-06,Canada,Android,Organic,25-34,Control
P20946,2026-01-08,Australia,Android,Organic,35-44,Control
P20947,2026-01-08,United Kingdom,Android,Organic,45+,Free_Hint
P20948,2026-01-05,United States,iOS,Organic,25-34,Free_Hint
P20949,2026-01-04,United States,Android,Organic,25-34,Control
P20950,2026-01-03,India,iOS,Referral,25-34,Free_Hint
P20951,2026-01-03,India,iOS,Organic,18-24,Free_Hint
P20952,2026-01-12,United States,iOS,Meta Ads,18-24,Control
P20953,2026-01-01,India,iOS,Meta Ads,25-34,Daily_Reward
P20954,2026-01-02,India,Android,Google Ads,25-34,Free_Hint
P20955,2026-01-03,United States,Android,Meta Ads,18-24,Free_Hint
P20956,2026-01-02,India,Android,Google Ads,18-24,Daily_Reward
P20957,2026-01-02,India,Android,Referral,18-24,Free_Hint
P20958,2026-01-01,United States,Android,Google Ads,18-24,Free_Hint
P20959,2026-01-06,Canada,iOS,Google Ads,35-44,Free_Hint
P20960,2026-01-04,Australia,Android,Meta Ads,25-34,Control
P20961,2026-01-08,Canada,Android,Organic,25-34,Daily_Reward
P20962,2026-01-05,India,Android,Google Ads,18-24,Daily_Reward
P20963,2026-01-02,Canada,Android,Referral,18-24,Daily_Reward
P20964,2026-01-09,India,Android,Organic,25-34,Daily_Reward
P20965,2026-01-09,India,Android,Meta Ads,18-24,Free_Hint
P20966,2026-01-06,India,iOS,Referral,18-24,Free_Hint
P20967,2026-01-14,India,Android,Google Ads,25-34,Control
P20968,2026-01-02,United Kingdom,Android,Referral,18-24,Free_Hint
P20969,2026-01-05,United States,iOS,Meta Ads,35-44,Daily_Reward
P20970,2026-01-09,India,Android,Google Ads,45+,Control
P20971,2026-01-05,United States,iOS,Organic,35-44,Daily_Reward
P20972,2026-01-12,United States,Android,Organic,25-34,Free_Hint
P20973,2026-01-12,United States,Android,Meta Ads,35-44,Control
P20974,2026-01-05,India,Android,Google Ads,25-34,Control
P20975,2026-01-13,India,Android,Meta Ads,18-24,Free_Hint
P20976,2026-01-08,United States,Android,Referral,18-24,Free_Hint
P20977,2026-01-05,India,Android,Google Ads,25-34,Control
P20978,2026-01-07,Canada,Android,Referral,45+,Free_Hint
P20979,2026-01-04,United States,Android,Meta Ads,35-44,Free_Hint
P20980,2026-01-04,India,iOS,Google Ads,18-24,Daily_Reward
P20981,2026-01-06,United States,Android,Organic,25-34,Free_Hint
P20982,2026-01-13,Canada,Android,TikTok Ads,45+,Daily_Reward
P20983,2026-01-11,India,iOS,Referral,18-24,Control
P20984,2026-01-15,Canada,iOS,TikTok Ads,25-34,Daily_Reward
P20985,2026-01-11,India,iOS,Meta Ads,25-34,Control
P20986,2026-01-10,India,iOS,Google Ads,25-34,Daily_Reward
P20987,2026-01-11,India,Android,Organic,18-24,Control
P20988,2026-01-08,India,Android,Google Ads,25-34,Control
P20989,2026-01-12,Australia,Android,Organic,18-24,Control
P20990,2026-01-05,United States,Android,Meta Ads,18-24,Control
P20991,2026-01-12,India,Android,TikTok Ads,25-34,Daily_Reward
P20992,2026-01-13,United States,Android,Meta Ads,18-24,Daily_Reward
P20993,2026-01-06,India,iOS,Referral,25-34,Daily_Reward
P20994,2026-01-12,India,Android,Organic,35-44,Control
P20995,2026-01-10,United States,Android,TikTok Ads,35-44,Free_Hint
P20996,2026-01-01,India,Android,Organic,35-44,Daily_Reward
P20997,2026-01-06,India,iOS,Organic,25-34,Daily_Reward
P20998,2026-01-09,United Kingdom,iOS,Google Ads,45+,Control
P20999,2026-01-12,Australia,Android,Organic,45+,Control
P21000,2026-01-14,Canada,Android,Meta Ads,18-24,Daily_Reward
P21001,2026-01-13,United States,Android,Meta Ads,25-34,Daily_Reward
P21002,2026-01-02,India,Android,TikTok Ads,18-24,Control
P21003,2026-01-02,United States,Android,Google Ads,25-34,Free_Hint
P21004,2026-01-02,India,iOS,Google Ads,25-34,Daily_Reward
P21005,2026-01-06,United Kingdom,Android,Organic,25-34,Free_Hint
P21006,2026-01-10,United States,Android,Meta Ads,35-44,Daily_Reward
P21007,2026-01-01,Canada,Android,Organic,25-34,Control
P21008,2026-01-06,Australia,Android,Meta Ads,35-44,Control
P21009,2026-01-15,United Kingdom,Android,Organic,35-44,Control
P21010,2026-01-13,United States,Android,Meta Ads,18-24,Free_Hint
P21011,2026-01-09,India,Android,Google Ads,35-44,Free_Hint
P21012,2026-01-07,United Kingdom,Android,Referral,18-24,Free_Hint
P21013,2026-01-04,Canada,Android,Organic,25-34,Control
P21014,2026-01-12,India,Android,Referral,35-44,Daily_Reward
P21015,2026-01-10,United States,Android,Meta Ads,35-44,Daily_Reward
P21016,2026-01-11,India,iOS,Organic,45+,Control
P21017,2026-01-13,United States,Android,Google Ads,25-34,Free_Hint
P21018,2026-01-08,Canada,iOS,Meta Ads,25-34,Daily_Reward
P21019,2026-01-12,United States,Android,Google Ads,45+,Free_Hint
P21020,2026-01-14,India,Android,Referral,18-24,Daily_Reward
P21021,2026-01-14,Australia,Android,TikTok Ads,35-44,Free_Hint
P21022,2026-01-09,Australia,iOS,Organic,18-24,Control
P21023,2026-01-09,Canada,iOS,Organic,35-44,Daily_Reward
P21024,2026-01-06,India,Android,TikTok Ads,35-44,Control
P21025,2026-01-11,United States,iOS,Google Ads,35-44,Control
P21026,2026-01-09,India,Android,Referral,18-24,Daily_Reward
P21027,2026-01-12,United Kingdom,Android,Organic,25-34,Daily_Reward
P21028,2026-01-06,India,Android,Meta Ads,35-44,Control
P21029,2026-01-08,India,Android,Google Ads,18-24,Free_Hint
P21030,2026-01-10,Canada,iOS,Google Ads,18-24,Free_Hint
P21031,2026-01-01,India,iOS,Organic,25-34,Daily_Reward
P21032,2026-01-05,India,Android,Meta Ads,35-44,Free_Hint
P21033,2026-01-12,India,iOS,Referral,25-34,Daily_Reward
P21034,2026-01-10,United States,Android,Meta Ads,25-34,Free_Hint
P21035,2026-01-07,United States,Android,Meta Ads,18-24,Daily_Reward
P21036,2026-01-07,India,iOS,TikTok Ads,25-34,Control
P21037,2026-01-07,Australia,iOS,Organic,45+,Control
P21038,2026-01-15,India,Android,Organic,25-34,Free_Hint
P21039,2026-01-08,United Kingdom,Android,Google Ads,25-34,Daily_Reward
P21040,2026-01-02,United States,iOS,Google Ads,25-34,Control
P21041,2026-01-08,India,iOS,Organic,35-44,Daily_Reward
P21042,2026-01-04,India,iOS,Referral,35-44,Daily_Reward
P21043,2026-01-05,India,iOS,Google Ads,18-24,Control
P21044,2026-01-04,Australia,Android,TikTok Ads,35-44,Control
P21045,2026-01-08,United Kingdom,Android,Organic,35-44,Free_Hint
P21046,2026-01-01,India,Android,Google Ads,18-24,Free_Hint
P21047,2026-01-02,United States,Android,Meta Ads,25-34,Control
P21048,2026-01-03,India,Android,Google Ads,25-34,Control
P21049,2026-01-15,United States,iOS,Google Ads,25-34,Daily_Reward
P21050,2026-01-10,India,iOS,Google Ads,18-24,Control
P21051,2026-01-03,Canada,iOS,Organic,18-24,Control
P21052,2026-01-07,India,Android,Organic,18-24,Control
P21053,2026-01-01,Australia,Android,Google Ads,25-34,Daily_Reward
P21054,2026-01-06,India,iOS,TikTok Ads,45+,Daily_Reward
P21055,2026-01-11,India,Android,Organic,25-34,Daily_Reward
P21056,2026-01-13,United States,iOS,Organic,18-24,Daily_Reward
P21057,2026-01-13,India,iOS,Google Ads,18-24,Daily_Reward
P21058,2026-01-01,United Kingdom,iOS,Organic,18-24,Free_Hint
P21059,2026-01-09,India,Android,Organic,45+,Control
P21060,2026-01-02,India,Android,Organic,25-34,Daily_Reward
P21061,2026-01-02,India,Android,Organic,25-34,Free_Hint
P21062,2026-01-07,India,Android,Meta Ads,25-34,Free_Hint
P21063,2026-01-01,United Kingdom,Android,Organic,45+,Control
P21064,2026-01-10,Australia,iOS,Organic,25-34,Daily_Reward
P21065,2026-01-03,India,Android,Google Ads,18-24,Daily_Reward
P21066,2026-01-05,India,Android,Organic,18-24,Free_Hint
P21067,2026-01-13,India,Android,Organic,35-44,Control
P21068,2026-01-10,India,Android,Organic,45+,Free_Hint
P21069,2026-01-14,United States,iOS,Meta Ads,25-34,Daily_Reward
P21070,2026-01-15,United States,Android,Organic,35-44,Free_Hint
P21071,2026-01-06,India,Android,Meta Ads,25-34,Control
P21072,2026-01-04,India,iOS,Google Ads,45+,Control
P21073,2026-01-09,United States,Android,Organic,35-44,Daily_Reward
P21074,2026-01-01,Australia,Android,Organic,18-24,Daily_Reward
P21075,2026-01-01,United States,Android,TikTok Ads,25-34,Control
P21076,2026-01-14,United States,Android,Organic,35-44,Daily_Reward
P21077,2026-01-10,India,Android,Referral,35-44,Free_Hint
P21078,2026-01-13,India,iOS,TikTok Ads,25-34,Control
P21079,2026-01-09,Canada,Android,Meta Ads,18-24,Free_Hint
P21080,2026-01-08,United States,Android,Organic,35-44,Daily_Reward
P21081,2026-01-03,Australia,iOS,Organic,18-24,Daily_Reward
P21082,2026-01-03,India,Android,Referral,18-24,Daily_Reward
P21083,2026-01-12,United States,Android,Organic,35-44,Control
P21084,2026-01-15,United Kingdom,Android,Meta Ads,35-44,Control
P21085,2026-01-07,United States,Android,Meta Ads,25-34,Control
P21086,2026-01-02,India,iOS,TikTok Ads,45+,Daily_Reward
P21087,2026-01-10,Australia,Android,Organic,35-44,Free_Hint
P21088,2026-01-07,India,iOS,Google Ads,35-44,Daily_Reward
P21089,2026-01-07,United States,Android,Referral,25-34,Free_Hint
P21090,2026-01-04,India,iOS,TikTok Ads,25-34,Daily_Reward
P21091,2026-01-11,United Kingdom,Android,Google Ads,18-24,Control
P21092,2026-01-14,Canada,Android,Google Ads,25-34,Free_Hint
P21093,2026-01-06,India,iOS,TikTok Ads,35-44,Free_Hint
P21094,2026-01-07,United States,Android,Google Ads,25-34,Control
P21095,2026-01-12,India,Android,Google Ads,35-44,Free_Hint
P21096,2026-01-11,India,Android,Organic,45+,Daily_Reward
P21097,2026-01-12,India,Android,Google Ads,25-34,Daily_Reward
P21098,2026-01-11,Australia,Android,TikTok Ads,25-34,Daily_Reward
P21099,2026-01-13,India,iOS,Organic,25-34,Free_Hint
P21100,2026-01-08,United States,iOS,Meta Ads,25-34,Daily_Reward
P21101,2026-01-01,India,Android,Organic,25-34,Daily_Reward
P21102,2026-01-10,India,iOS,Referral,25-34,Free_Hint
P21103,2026-01-13,Australia,Android,TikTok Ads,25-34,Daily_Reward
P21104,2026-01-14,United States,Android,Google Ads,18-24,Free_Hint
P21105,2026-01-09,United Kingdom,Android,Google Ads,18-24,Control
P21106,2026-01-01,United States,Android,Google Ads,35-44,Daily_Reward
P21107,2026-01-08,United States,iOS,Google Ads,25-34,Daily_Reward
P21108,2026-01-02,United States,iOS,Meta Ads,18-24,Control
P21109,2026-01-03,United States,Android,Google Ads,25-34,Free_Hint
P21110,2026-01-09,United States,iOS,Referral,25-34,Free_Hint
P21111,2026-01-03,Canada,iOS,Google Ads,18-24,Control
P21112,2026-01-04,Canada,Android,Organic,18-24,Control
P21113,2026-01-06,India,Android,Referral,25-34,Free_Hint
P21114,2026-01-14,United States,Android,Organic,18-24,Control
P21115,2026-01-11,India,Android,Meta Ads,18-24,Free_Hint
P21116,2026-01-03,India,Android,Google Ads,35-44,Free_Hint
P21117,2026-01-05,United States,Android,Google Ads,45+,Daily_Reward
P21118,2026-01-01,India,iOS,Organic,25-34,Control
P21119,2026-01-02,Australia,iOS,Organic,35-44,Daily_Reward
P21120,2026-01-08,India,iOS,Organic,18-24,Daily_Reward
P21121,2026-01-12,India,Android,Google Ads,35-44,Control
P21122,2026-01-02,United States,iOS,Organic,45+,Free_Hint
P21123,2026-01-02,United States,Android,TikTok Ads,45+,Free_Hint
P21124,2026-01-13,United States,Android,TikTok Ads,35-44,Control
P21125,2026-01-01,India,Android,Google Ads,18-24,Free_Hint
P21126,2026-01-02,United Kingdom,Android,Google Ads,25-34,Free_Hint
P21127,2026-01-08,Canada,Android,Meta Ads,35-44,Daily_Reward
P21128,2026-01-05,United States,Android,Meta Ads,35-44,Daily_Reward
P21129,2026-01-03,Canada,Android,Organic,45+,Daily_Reward
P21130,2026-01-08,United States,Android,Meta Ads,25-34,Free_Hint
P21131,2026-01-13,Canada,iOS,Organic,25-34,Control
P21132,2026-01-08,India,Android,Organic,25-34,Daily_Reward
P21133,2026-01-10,India,Android,Organic,45+,Daily_Reward
P21134,2026-01-14,India,Android,Google Ads,35-44,Free_Hint
P21135,2026-01-13,United States,iOS,Meta Ads,25-34,Daily_Reward
P21136,2026-01-08,India,Android,Organic,18-24,Control
P21137,2026-01-11,India,iOS,Meta Ads,18-24,Control
P21138,2026-01-03,India,iOS,Referral,25-34,Daily_Reward
P21139,2026-01-01,Australia,Android,Organic,18-24,Free_Hint
P21140,2026-01-03,India,iOS,Organic,25-34,Free_Hint
P21141,2026-01-04,United States,Android,Organic,35-44,Free_Hint
P21142,2026-01-08,India,iOS,Organic,25-34,Control
P21143,2026-01-12,India,iOS,TikTok Ads,25-34,Daily_Reward
P21144,2026-01-01,India,Android,Google Ads,25-34,Free_Hint
P21145,2026-01-03,United States,Android,Google Ads,25-34,Control
P21146,2026-01-15,Canada,Android,Meta Ads,25-34,Free_Hint
P21147,2026-01-10,United Kingdom,iOS,Google Ads,35-44,Free_Hint
P21148,2026-01-15,United States,Android,Organic,18-24,Free_Hint
P21149,2026-01-03,India,Android,Google Ads,45+,Free_Hint
P21150,2026-01-04,India,Android,TikTok Ads,45+,Free_Hint
P21151,2026-01-04,India,iOS,TikTok Ads,25-34,Daily_Reward
P21152,2026-01-14,India,Android,TikTok Ads,25-34,Free_Hint
P21153,2026-01-01,United States,Android,TikTok Ads,45+,Free_Hint
P21154,2026-01-04,India,iOS,Organic,25-34,Free_Hint
P21155,2026-01-11,India,Android,Meta Ads,25-34,Free_Hint
P21156,2026-01-15,United States,Android,TikTok Ads,45+,Control
P21157,2026-01-03,United States,Android,Referral,35-44,Daily_Reward
P21158,2026-01-07,India,Android,Google Ads,25-34,Control
P21159,2026-01-01,Australia,iOS,Organic,45+,Control
P21160,2026-01-11,United States,Android,TikTok Ads,25-34,Daily_Reward
P21161,2026-01-09,United Kingdom,Android,TikTok Ads,35-44,Control
P21162,2026-01-14,United States,Android,Meta Ads,18-24,Free_Hint
P21163,2026-01-04,India,iOS,Google Ads,25-34,Daily_Reward
P21164,2026-01-06,Australia,Android,TikTok Ads,35-44,Daily_Reward
P21165,2026-01-13,India,Android,Referral,18-24,Daily_Reward
P21166,2026-01-15,India,iOS,Google Ads,25-34,Daily_Reward
P21167,2026-01-10,India,Android,Google Ads,18-24,Free_Hint
P21168,2026-01-09,India,iOS,TikTok Ads,35-44,Control
P21169,2026-01-11,United Kingdom,iOS,Organic,45+,Control
P21170,2026-01-12,India,Android,Organic,25-34,Daily_Reward
P21171,2026-01-10,United Kingdom,Android,Meta Ads,25-34,Free_Hint
P21172,2026-01-08,India,Android,Referral,45+,Control
P21173,2026-01-05,United Kingdom,Android,Organic,25-34,Daily_Reward
P21174,2026-01-08,India,iOS,TikTok Ads,35-44,Free_Hint
P21175,2026-01-04,India,Android,Meta Ads,35-44,Free_Hint
P21176,2026-01-07,United States,Android,Meta Ads,45+,Free_Hint
P21177,2026-01-14,Australia,Android,Google Ads,18-24,Control
P21178,2026-01-04,Canada,Android,Google Ads,18-24,Daily_Reward
P21179,2026-01-10,India,iOS,TikTok Ads,18-24,Control
P21180,2026-01-07,India,Android,TikTok Ads,18-24,Control
P21181,2026-01-09,United States,Android,Google Ads,18-24,Daily_Reward
P21182,2026-01-05,United Kingdom,iOS,Google Ads,35-44,Free_Hint
P21183,2026-01-07,India,Android,Organic,35-44,Daily_Reward
P21184,2026-01-14,United States,Android,Google Ads,18-24,Control
P21185,2026-01-04,Australia,Android,Google Ads,25-34,Daily_Reward
P21186,2026-01-09,India,iOS,TikTok Ads,25-34,Control
P21187,2026-01-09,United States,Android,Meta Ads,18-24,Control
P21188,2026-01-11,United States,Android,Organic,25-34,Control
